,dong,per price
역삼동,1168010100,53803304
개포동,1168010300,52430570
청담동,1168010400,41973418
삼성동,1168010500,38476343
대치동,1168010600,39333962
신사동,1168010700,29941603
논현동,1168010800,27085193
압구정동,1168011000,70984225
세곡동,1168011100,22379926
자곡동,1168011200,21942683
율현동,1168011300,36346154
일원동,1168011400,49549713
수서동,1168011500,31363901
도곡동,1168011800,32923053
