,dong,per price
충정로2가,1141010100,14536518
충정로3가,1141010200,19348193
합동,1141010300,18184612
미근동,1141010400,0
냉천동,1141010500,28980769
천연동,1141010600,20431818
옥천동,1141010700,0
영천동,1141010800,25645161
현저동,1141010900,23119792
북아현동,1141011000,27413895
홍제동,1141011100,17660592
대현동,1141011200,16444896
대신동,1141011300,0
신촌동,1141011400,0
봉원동,1141011500,0
창천동,1141011600,15352710
희동,1141011700,15691240
홍은동,1141011800,14093258
북가좌동,1141011900,16093289
남가좌동,1141012000,23642025
