,dong,per price
수색동,1138010100,22628348
녹번동,1138010200,16215735
불광동,1138010300,15982933
갈현동,1138010400,12761383
구산동,1138010500,10945670
대조동,1138010600,20246158
응암동,1138010700,14812337
역촌동,1138010800,11895867
신사동,1138010900,13258032
증산동,1138011000,18537614
진관동,1138011400,18283023
