,dong,per price
잠실동,1171010100,35910927
신천동,1171010200,29889754
풍납동,1171010300,25328228
송파동,1171010400,25954090
석촌동,1171010500,21208840
삼전동,1171010600,27820198
가락동,1171010700,19754546
문정동,1171010800,20815751
장지동,1171010900,33180054
방이동,1171011100,18867995
오금동,1171011200,21743465
거여동,1171011300,21489769
마천동,1171011400,20638230
